MAPE,caule_dx_frac_w,dup_dist_frac_h,grupo_dist_cap_h,idx,imagem,predicoes,stem_frag_w_frac,stem_narrow_w_frac
9.747918747918746,0.01,0.032,0.105,93,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0093.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.04,0.03
9.747918747918746,0.01,0.032,0.1,101,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0101.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.042,0.03
9.747918747918746,0.01,0.032,0.105,102,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0102.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.042,0.03
9.847374847374846,0.011,0.035,0.095,193,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0193.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.847374847374846,0.011,0.05,0.095,196,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0196.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.847374847374846,0.011,0.035,0.095,202,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0202.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.847374847374846,0.011,0.05,0.095,205,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0205.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.847374847374846,0.011,0.035,0.095,211,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0211.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.847374847374846,0.011,0.05,0.095,214,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0214.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.847374847374846,0.011,0.035,0.095,220,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0220.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.847374847374846,0.011,0.05,0.095,223,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0223.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.847374847374846,0.011,0.035,0.095,229,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0229.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.847374847374846,0.011,0.05,0.095,232,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0232.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.847374847374846,0.011,0.035,0.095,238,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0238.png,"[13, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.034
